Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Forma de presentación;Cantidad de subregistros;Confirmación
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Eviscerado congelado;13;
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Eviscerado enhielado;156;
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Eviscerado fresco;20;
Amazonía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Entero fresco;13;
Amazonía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Eviscerado enhielado;38;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Entero congelado;3;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Entero fresco;7;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado;84;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado con gónada;2;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado congelado;333;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado enhielado;173;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado fresco;76;
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Seco salado;8;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Entero;4;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Entero congelado;1;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Entero enhielado;1;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Entero fresco;89;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado;26;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado congelado;28;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado enhielado;190;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado fresco;63;
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Salpreso;1;
Amazonía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Entero fresco;4;
Amazonía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Eviscerado congelado;2;
Amazonía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Eviscerado enhielado;4;
Amazonía;Peces;PezOseo;Pimelodus albofasciatus;Cuatro líneas;Eviscerado fresco;118;
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Entero;33;
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Entero enhielado;1;
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Entero fresco;195;
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado;12;
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado enhielado;78;
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado fresco;106;
Amazonía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Entero;2;
Amazonía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Eviscerado enhielado;3;
Amazonía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Entero;1;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Entero congelado;1;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Entero enhielado;1;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Entero fresco;42;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado;82;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado congelado;97;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado enhielado;260;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado fresco;93;
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Seco salado;3;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Entero;17;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Entero enhielado;2;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Entero fresco;46;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado;30;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado congelado;23;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado enhielado;95;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado fresco;34;
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Salpreso;1;
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Entero fresco;7;
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado;63;
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado congelado;4;
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado enhielado;101;
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado fresco;112;
Amazonía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Entero fresco;10;
Amazonía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Eviscerado;3;
Amazonía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Eviscerado congelado;9;
Amazonía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Eviscerado enhielado;3;
Amazonía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Eviscerado fresco;36;
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Entero;1;
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Entero enhielado;1;
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Entero fresco;88;
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Eviscerado;1;
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Eviscerado enhielado;32;
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Eviscerado fresco;2;
Amazonía;Peces;PezOseo;Potamorhina pristigaster;Branquiña;Entero enhielado;1;
Amazonía;Peces;PezOseo;Potamorhina pristigaster;Branquiña;Entero fresco;7;
Amazonía;Peces;PezOseo;Potamorhina pristigaster;Branquiña;Eviscerado enhielado;1;
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Entero;1;
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Entero fresco;39;
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Eviscerado;44;
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Eviscerado congelado;42;
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Eviscerado enhielado;473;
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Eviscerado fresco;346;
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Salpreso;1;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Entero;73;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Entero congelado;23;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Entero enhielado;42;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Entero fresco;697;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Eviscerado;6;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Eviscerado congelado;42;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Eviscerado enhielado;588;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Eviscerado fresco;829;
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Rodaja;1;
Amazonía;Peces;PezOseo;Psectrogaster amazonica;Branquiña;Entero fresco;19;
Amazonía;Peces;PezOseo;Psectrogaster amazonica;Branquiña;Eviscerado enhielado;2;
Amazonía;Peces;PezOseo;Psectrogaster rhomboides;Cascudo;Entero fresco;5;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Ahumado;2;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Descabezado;33;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Entero;18;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Entero enhielado;8;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Entero fresco;242;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Eviscerado;448;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Eviscerado con gónada;2;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Eviscerado congelado;447;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Eviscerado enhielado;797;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Eviscerado fresco;1373;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Rodaja;7;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Salpreso;1;
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Seco salado;29;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Descabezado;41;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Descabezado congelado;1;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Entero;1;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Entero congelado;1;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Entero enhielado;3;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Entero fresco;76;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Eviscerado;163;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Eviscerado con gónada;1;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Eviscerado congelado;422;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Eviscerado enhielado;303;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Eviscerado fresco;393;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Rodaja;1;
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Seco salado;16;
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Entero enhielado;2;
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Entero fresco;62;
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Eviscerado enhielado;19;
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Eviscerado fresco;4;
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Entero enhielado;1;
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Entero fresco;162;
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Eviscerado;1;
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Eviscerado congelado;7;
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Eviscerado enhielado;69;
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Eviscerado fresco;4;
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Entero fresco;59;
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Eviscerado enhielado;31;
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Eviscerado fresco;2;
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Salpreso;1;
Amazonía;Peces;PezOseo;Rhamdia spp.;Liso;Entero enhielado;2;
Amazonía;Peces;PezOseo;Rhamdia spp.;Liso;Entero fresco;147;
Amazonía;Peces;PezOseo;Rhamphichthys rostratus;Cuchillo osa;Entero fresco;29;
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Entero;6;
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Entero enhielado;1;
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Entero fresco;13;
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Eviscerado;10;
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Eviscerado enhielado;6;
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Eviscerado fresco;3;
Amazonía;Peces;PezOseo;Rhytiodus sp. 1;Lisa negra;Entero congelado;1;
Amazonía;Peces;PezOseo;Rhytiodus sp. 1;Lisa negra;Entero fresco;3;
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Entero;20;
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Entero fresco;3;
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Eviscerado enhielado;4;
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Eviscerado fresco;136;
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Entero;7;
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Entero enhielado;2;
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Entero fresco;118;
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Eviscerado;2;
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Eviscerado congelado;3;
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Eviscerado enhielado;69;
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Eviscerado fresco;205;
Amazonía;Peces;PezOseo;Semaprochilodus insignis;Yaraqui;Entero enhielado;6;
Amazonía;Peces;PezOseo;Semaprochilodus insignis;Yaraqui;Entero fresco;44;
Amazonía;Peces;PezOseo;Semaprochilodus insignis;Yaraqui;Eviscerado enhielado;48;
Amazonía;Peces;PezOseo;Semaprochilodus insignis;Yaraqui;Eviscerado fresco;17;
Amazonía;Peces;PezOseo;Serrasalmus compressus;Puño;Entero;2;
Amazonía;Peces;PezOseo;Serrasalmus manueli;Caribe;Entero fresco;2;
Amazonía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Entero fresco;13;
Amazonía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Eviscerado enhielado;4;
Amazonía;Peces;PezOseo;Serrasalmus spp.;Caribe blanco;Entero enhielado;1;
Amazonía;Peces;PezOseo;Serrasalmus spp.;Caribe blanco;Entero fresco;1;
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Entero;5;
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Entero fresco;62;
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Eviscerado congelado;6;
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Eviscerado enhielado;85;
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Eviscerado fresco;132;
Amazonía;Peces;PezOseo;Sorubim maniradii;Cucharo;Eviscerado congelado;11;
Amazonía;Peces;PezOseo;Sorubim maniradii;Cucharo;Eviscerado enhielado;56;
Amazonía;Peces;PezOseo;Sorubim maniradii;Cucharo;Eviscerado fresco;5;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Descabezado;1;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Entero;5;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Entero fresco;39;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado;4;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado congelado;31;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado enhielado;113;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado fresco;434;
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Seco salado;4;
Amazonía;Peces;PezOseo;Sternopygus macrurus;Caloche;Entero fresco;91;
Amazonía;Peces;PezOseo;Tetragonopterus argenteus;Pechas;Entero;1;
Amazonía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Entero fresco;134;
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Entero fresco;70;
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Eviscerado congelado;3;
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Eviscerado enhielado;90;
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Eviscerado fresco;4;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Descabezado congelado;1;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Entero;25;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Entero congelado;1;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Entero fresco;28;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado;123;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado con gónada;1;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado congelado;384;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado enhielado;323;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado fresco;973;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Rodaja;1;
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Seco salado;2;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero;421;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero enhielado;197;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero fresco;4046;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado;203;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado enhielado;42;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado fresco;4;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Salpreso;20;
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Seco salado;15;
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Entero;29;
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Eviscerado;5;
Atrato;Peces;PezOseo;Ancistrus centrolepis;Cucha guacuco;Entero fresco;1;
Atrato;Peces;PezOseo;Astyanax atratoensis;Sardina lunareja;Entero fresco;2;
Atrato;Peces;PezOseo;Astyanax fasciatus;Sardina rabicolorada;Entero fresco;42;
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Entero;16;
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Eviscerado;10;
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Entero;6;
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Eviscerado;4;
Atrato;Peces;PezOseo;Bairdiella spp.;Corvineta;Entero;1;
Atrato;Peces;PezOseo;Batrochoglanis transmontanus;Sapian;Entero fresco;3;
Atrato;Peces;PezOseo;Brycon medemi;Sabaleta;Entero;12;
Atrato;Peces;PezOseo;Brycon medemi;Sabaleta;Eviscerado;4;
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Entero;1;
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Entero enhielado;7;
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Entero fresco;1119;
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Eviscerado enhielado;8;
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Eviscerado fresco;8;
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Salpreso;2;
Atrato;Peces;PezOseo;Brycon oligolepis;Zabaleta de Castilla;Entero;2;
Atrato;Peces;PezOseo;Brycon oligolepis;Zabaleta de Castilla;Entero fresco;5;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero;974;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero enhielado;256;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero fresco;3453;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado;609;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado enhielado;189;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado fresco;13;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Filete;1;
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Salpreso;1;
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Entero fresco;2;
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Eviscerado enhielado;1;
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Entero;141;
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Eviscerado;38;
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Entero;4;
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Eviscerado;11;
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Entero;109;
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Entero fresco;4;
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Eviscerado;153;
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Eviscerado enhielado;20;
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero;21;
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero fresco;319;
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado;28;
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado enhielado;2;
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Entero enhielado;6;
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Entero fresco;47;
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Eviscerado enhielado;5;
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Entero enhielado;2;
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Entero fresco;222;
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Eviscerado enhielado;1;
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Entero;3;
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Eviscerado;4;
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero;2;
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero enhielado;3;
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero fresco;5;
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Entero;5;
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Entero enhielado;2;
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Eviscerado;3;
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Eviscerado enhielado;1;
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Entero;91;
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Entero enhielado;4;
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Entero fresco;485;
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Eviscerado;34;
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Eviscerado enhielado;7;
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Epinephelus itajara;Mero guasa;Entero;11;
Atrato;Peces;PezOseo;Epinephelus itajara;Mero guasa;Eviscerado;13;
Atrato;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Entero;4;
Atrato;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Eviscerado;3;
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Entero enhielado;3;
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Entero fresco;63;
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Eviscerado enhielado;3;
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Entero enhielado;2;
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Entero fresco;14;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero;1470;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero enhielado;365;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero fresco;7909;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado;893;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado enhielado;395;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado fresco;29;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Filete;1;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Salpreso;73;
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Seco salado;44;
Atrato;Peces;PezOseo;Hypostomus holostictus;Guacuco;Entero;3;
Atrato;Peces;PezOseo;Hypostomus holostictus;Guacuco;Eviscerado;1;
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero;97;
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero enhielado;9;
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero fresco;151;
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado;40;
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado enhielado;12;
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Entero fresco;23;
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Eviscerado enhielado;15;
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Joturus pichardi;Besote;Entero fresco;3;
