SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Puerto Principal (Leticia)_Brachyplatystoma juruense_Pequeño;6880;10120
Puerto Principal (Leticia)_Chaetobranchus semifasciatus_Grande;9170;10790
Puerto Principal (Leticia)_Pseudoplatystoma punctifer_Grande;10900;16500
Puerto Principal (Leticia)_Brachyplatystoma vaillantii_Grande;7000;13000
Puerto Principal (Leticia)_Pseudoplatystoma punctifer_Revuelto;9350;9890
Puerto Principal (Leticia)_Potamorhina altamazonica_Revuelto;4200;4900
Puerto Principal (Leticia)_Ageneiosus inermis_Pequeño;5935;6565
El Puerto (Puerto Carreño)_Colossoma macropomum_Pequeño;5000;7350
El Puerto (Puerto Carreño)_Brachyplatystoma filamentosum_Mediano;8000;12000
El Puerto (Puerto Carreño)_Brachyplatystoma vaillantii_Grande;5100;6800
Puerto Principal (Leticia)_Brachyplatystoma platynemum_Pequeño;7115;11370
El Puerto (Puerto Carreño)_Piaractus orinoquensis_Pequeño;5000;8000
Puerto Principal (Leticia)_Pseudoplatystoma tigrinum_Revuelto;11000;11000
Casco Urbano (Arauca)_Phractocephalus hemioliopterus_Grande;5000;7000
Casco Urbano (Arauca)_Pseudoplatystoma orinocoense_Grande;10000;14000
Puerto Principal (Leticia)_Arapaima gigas_Grande;11000;20000
Las Balsas_Pimelodus blochii_Revuelto;9000;11000
Las Balsas_Brachyplatystoma platynemum_Revuelto;16000;20000
Las Balsas_Zungaro zungaro_Revuelto;16000;19550
Clarinetero_Pseudoplatystoma orinocoense_Grande;10000;15000
Clarinetero_Pseudoplatystoma orinocoense_Mediano;8000;12000
Clarinetero_Pseudoplatystoma orinocoense_Pequeño;5000;9000
Clarinetero_Pseudoplatystoma metaense_Grande;10000;15000
Clarinetero_Brachyplatystoma juruense_Grande;9000;10000
Clarinetero_Phractocephalus hemioliopterus_Grande;4000;7000
Clarinetero_Pinirampus pirinampu_Grande;7000;7000
Clarinetero_Plagioscion squamosissimus_Varios tamaños;3000;5000
Clarinetero_Hemisorubim platyrhynchos_Varios tamaños;2500;5000
Clarinetero_Ageneiosus inermis_Varios tamaños;5000;5000
Clarinetero_Sorubim lima_Varios tamaños;2500;5000
Clarinetero_Prochilodus mariae_Grande;5000;9000
Clarinetero_Prochilodus mariae_Pequeño;4500;5000
Clarinetero_Zungaro zungaro_Grande;5000;11000
Clarinetero_Pinirampus pirinampu_Varios tamaños;4700;7000
Clarinetero_Hoplias malabaricus_Varios tamaños;2650;3000
Clarinetero_Leiarius marmoratus_Varios tamaños;2825;5000
El Muelle (Puerto López)_Mylossoma albiscopum_Revuelto;6000;9000
El Muelle (Puerto López)_Pimelodus blochii_Revuelto;8000;9000
El Muelle (Puerto López)_Pseudoplatystoma orinocoense_Revuelto;14000;19000
El Muelle (Puerto López)_Brachyplatystoma platynemum_Revuelto;16000;20000
El Muelle (Puerto López)_Calophysus macropterus_Revuelto;12000;14000
Casco Urbano (Arauca)_Pseudoplatystoma orinocoense_Mediano;9000;13000
Casco Urbano (Arauca)_Semaprochilodus laticeps_Revuelto;7000;8825
Casco Urbano (Arauca)_Pinirampus pirinampu_Revuelto;6000;6500
Casco Urbano (Arauca)_Prochilodus mariae_Revuelto;8000;10000
Casco Urbano (Arauca)_Mylossoma albiscopum_Revuelto;3000;4500
Casco Urbano (Arauca)_Brachyplatystoma juruense_Revuelto;9000;12000
Casco Urbano (Arauca)_Zungaro zungaro_Grande;9000;12000
Casco Urbano (Arauca)_Brachyplatystoma rousseauxii_Grande;13000;14000
Casco Urbano (Arauca)_Pseudoplatystoma orinocoense_Revuelto;10000;14000
El Muelle (Puerto López)_Exallodontus aguanai_Revuelto;7000;9000
El Muelle (Puerto López)_Hemisorubim platyrhynchos_Revuelto;6000;9000
El Muelle (Puerto López)_Sorubim lima_Revuelto;7000;9000
El Muelle (Puerto López)_Plagioscion squamosissimus_Revuelto;6000;9350
El Muelle (Puerto López)_Pseudoplatystoma metaense_Pequeño;9000;12000
Muelle Principal (Puerto Leguízamo)_Pinirampus pirinampu_Revuelto;5700;8000
Muelle Principal (Puerto Leguízamo)_Calophysus macropterus_Revuelto;5000;6500
Muelle Principal (Puerto Leguízamo)_Pellona castelnaeana_Revuelto;9500;10000
Clarinetero_Pseudoplatystoma metaense_Mediano;8450;12000
Clarinetero_Pseudoplatystoma metaense_Pequeño;8000;9000
Clarinetero_Cephalosilurus apurensis_Grande;2525;2975
Clarinetero_Phractocephalus hemioliopterus_Pequeño;5000;5000
Clarinetero_Mylossoma albiscopum_Varios tamaños;2000;2500
Clarinetero_Duopalatinus peruanus_Varios tamaños;5000;5000
Clarinetero_Schizodon scotorhabdotus_Varios tamaños;2000;4400
El Muelle (Puerto López)_Pimelodina flavipinnis_Revuelto;8000;10000
El Muelle (Puerto López)_Zungaro zungaro_Revuelto;15000;18000
El Muelle (Puerto López)_Brachyplatystoma juruense_Revuelto;16000;20000
Puerto César Augusto_Plagioscion magdalenae_Revuelto;6000;6480
El Muelle (Puerto López)_Prochilodus mariae_Revuelto;8000;11000
El Muelle (Puerto López)_Cichla orinocensis_Revuelto;6000;8000
Puerto Víctor Peña_Prochilodus magdalenae_Revuelto;5600;7000
Puerto Víctor Peña_Pseudoplatystoma magdaleniatum_Revuelto;12000;12000
Puerto Víctor Peña_Sorubim cuspicaudus_Revuelto;10000;10000
Clarinetero_Megaleporinus sp. 1_Varios tamaños;3000;4800
Clarinetero_Pygocentrus cariba_Varios tamaños;1500;2500
Clarinetero_Pimelodus ornatus_Varios tamaños;5000;5000
El Muelle (Puerto López)_Brachyplatystoma vaillantii_Revuelto;10000;13000
El Muelle (Puerto López)_Brycon amazonicus_Revuelto;11000;14000
El Muelle (Puerto López)_Pinirampus pirinampu_Revuelto;11000;14000
Puerto Víctor Peña_Oreochromis niloticus_Revuelto;2000;8000
Las Balsas_Brachyplatystoma juruense_Revuelto;16000;20000
Las Balsas_Sorubimichthys planiceps_Revuelto;13900;17300
Las Balsas_Pinirampus pirinampu_Revuelto;12000;14000
Las Balsas_Calophysus macropterus_Revuelto;12000;14420
El Muelle (Puerto López)_Megalonema platycephalum_Revuelto;8000;9000
El Muelle (Puerto López)_Duopalatinus peruanus_Revuelto;7000;8000
El Muelle (Puerto López)_Pseudoplatystoma orinocoense_Mediano;12000;14000
El Muelle (Puerto López)_Ageneiosus inermis_Revuelto;7000;10000
El Muelle (Puerto López)_Pseudoplatystoma orinocoense_Pequeño;10000;12000
El Muelle (Puerto López)_Hydrolycus armatus_Revuelto;6000;9000
El Muelle (Puerto López)_Pseudoplatystoma metaense_Revuelto;14000;19000
El Muelle (Puerto López)_Brachyplatystoma rousseauxii_Revuelto;16000;16000
Aparca_Pseudoplatystoma punctifer_Revuelto;20000;20000
Aparca_Zungaro zungaro_Revuelto;20000;21800
Aparca_Prochilodus rubrotaeniatus_Revuelto;14000;16000
Aparca_Leporinus subniger_Revuelto;16000;16000
Aparca_Brycon hilarii_Revuelto;15950;20000
Aparca_Hydrolycus armatus_Revuelto;8300;10000
El Muelle (Puerto López)_Phractocephalus hemioliopterus_Revuelto;6000;9650
Aparca_Pseudoplatystoma tigrinum_Revuelto;20000;20000
Aparca_Pimelodus albofasciatus_Revuelto;9400;13200
Aparca_Hemisorubim platyrhynchos_Revuelto;16000;16000
Miel de Abeja_Brotula clarkae_Grande;16000;16000
Miel de Abeja_Brotula clarkae_Pequeño;3000;3000
Miel de Abeja_Hyporthodus acanthistius_Grande;12000;12000
Miel de Abeja_Hyporthodus acanthistius_Pequeño;3000;3000
Miel de Abeja_Caulolatilus affinis_Grande;3000;3000
Miel de Abeja_Lutjanus argentiventris_Grande;12000;12000
Miel de Abeja_Epinephelus analogus_Grande;12000;12000
Miel de Abeja_Hoplopagrus guentherii_Grande;4000;4000
Miel de Abeja_Seriola rivoliana_Grande;4000;4000
Miel de Abeja_Epinephelus quinquefasciatus_Mediano;12000;12000
Miel de Abeja_Lutjanus argentiventris_Pequeño;5000;5000
Miel de Abeja_Centropomus medius_Pequeño;5000;5000
Miel de Abeja_Anadara tuberculosa_Revuelto;4800;4800
Aparca_Salminus hilarii_Revuelto;16000;16000
Miel de Abeja_Cynoscion squamipinnis_Grande;12000;12000
Miel de Abeja_Stellifer scierus_Grande;3000;3000
Las Balsas_Pseudoplatystoma orinocoense_Revuelto;15000;20000
Las Balsas_Pseudoplatystoma metaense_Revuelto;15000;20000
El Muelle (Puerto López)_Caquetaia kraussii_Revuelto;5000;7000
El Muelle (Puerto López)_Pygocentrus cariba_Revuelto;5000;8000
El Muelle (Puerto López)_Pterygoplichthys multiradiatus_Revuelto;5000;6000
El Muelle (Puerto López)_Sorubimichthys planiceps_Revuelto;9000;14000
El Muelle (Puerto López)_Semaprochilodus laticeps_Revuelto;10200;13800
El Muelle (Puerto López)_Pseudoplatystoma metaense_Mediano;12000;14000
Miel de Abeja_Scomberomorus sierra_Grande;10000;10000
Miel de Abeja_Lutjanus guttatus_Platero (para pargos);22000;22000
Puerto de las Canoas (Puerto Berrío)_Pseudoplatystoma magdaleniatum_Revuelto;13000;20000
Puerto de las Canoas (Puerto Berrío)_Sorubim cuspicaudus_Revuelto;10000;15000
Puerto de las Canoas (Puerto Berrío)_Prochilodus magdalenae_Grande;5000;14000
Puerto de las Canoas (Puerto Berrío)_Prochilodus magdalenae_Extragrande;10000;19400
Puerto de las Canoas (Puerto Berrío)_Prochilodus magdalenae_Pequeño;1800;4800
Puerto de las Canoas (Puerto Berrío)_Brycon moorei_Revuelto;16000;24000
Puerto de las Canoas (Puerto Berrío)_Megaleporinus muyscorum_Revuelto;1000;2200
Puerto de las Canoas (Puerto Berrío)_Curimata mivartii_Revuelto;1000;2300
Puerto de las Canoas (Puerto Berrío)_Pimelodus grosskopfii_Grande;8000;12000
Puerto de las Canoas (Puerto Berrío)_Pimelodus grosskopfii_Pequeño;3000;6000
Puerto de las Canoas (Puerto Berrío)_Ageneiosus pardalis_Revuelto;10000;16000
Puerto de las Canoas (Puerto Berrío)_Triportheus magdalenae_Revuelto;990;2320
Puerto de las Canoas (Puerto Berrío)_Cynopotamus magdalenae_Revuelto;1000;2300
Puerto de las Canoas (Puerto Berrío)_Piaractus brachypomus_Revuelto;6000;10000
Puerto de las Canoas (Puerto Berrío)_Pimelodus yuma_Revuelto;3000;8000
Puerto de las Canoas (Puerto Berrío)_Salminus affinis_Revuelto;6000;14000
Las Balsas_Brycon amazonicus_Revuelto;12000;13600
Las Balsas_Mylossoma albiscopum_Revuelto;7550;10000
Las Balsas_Hemisorubim platyrhynchos_Revuelto;10000;10000
Las Balsas_Sorubim lima_Revuelto;8800;11000
Las Balsas_Prochilodus mariae_Revuelto;10000;12800
El Muelle (Puerto López)_Leiarius marmoratus_Revuelto;14000;17900
El Muelle (Puerto López)_Megaleporinus sp. 1_Revuelto;6700;10000
Puente Pindo_Selar crumenophthalmus_Pequeño;3000;4000
Puente Pindo_Larimus effulgens_Pequeño;5000;7000
Puente Pindo_Ablennes hians_Mediano;3250;4000
Puente Pindo_Katsuwonus pelamis_Extragrande;9000;9000
Puente Pindo_Mugil cephalus_Mediano;6000;8000
Puente Pindo_Euthynnus lineatus_Extragrande;4350;9000
Puente Pindo_Auxis brachydorax_Pequeño;2400;4000
Puente Pindo_Selene peruviana_Grande;9000;11000
Puente Pindo_Selene peruviana_Pequeño;5000;7000
Puente Pindo_Scomberomorus sierra_Pequeño;3000;5300
Puente Pindo_Chaetodipterus zonatus_Mediano;6350;8000
Puente Pindo_Selene peruviana_Mediano;7000;8000
Puente Pindo_Diapterus brevirostris_Pescado menudo;2000;3350
Puente Pindo_Lutjanus guttatus_Pequeño;15300;17000
Puente Pindo_Lutjanus guttatus_Mediano;21400;22000
Puente Pindo_Caranx caballus_Mediano;7000;8000
Puente Pindo_Caranx caballus_Grande;9000;12000
Puente Pindo_Scomberomorus sierra_Grande;12600;16000
Puente Pindo_Lutjanus peru_Mediano;22000;22000
Puente Pindo_Caranx caballus_Pequeño;5000;7000
Puente Pindo_Eucinostomus dowii_Pequeño;5250;7000
Puente Pindo_Lobotes pacifica_Mediano;8000;8000
Puente Pindo_Pseudupeneus grandisquamis_Pequeño;4000;4000
Puente Pindo_Caranx caninus_Pequeño;5000;7450
Puente Pindo_Cynoscion phoxocephalus_Mediano;15000;16000
Puente Pindo_Lutjanus peru_Pequeño;17000;17000
Puente Pindo_Ablennes hians_Pequeño;3050;3950
Puente Pindo_Selene peruviana_Pescado menudo;3000;3850
Puente Pindo_Sphyraena ensis_Pequeño;5000;7000
Puente Pindo_Euthynnus lineatus_Pequeño;3000;3650
Puente Pindo_Ablennes hians_Grande;3500;5000
Puente Pindo_Peprilus snyderi_Pequeño;6000;7800
Puente Pindo_Cynoscion phoxocephalus_Pequeño;6000;12000
Puente Pindo_Chaetodipterus zonatus_Grande;9000;11000
Puente Pindo_Mugil cephalus_Grande;7900;9000
Puente Pindo_Scomberomorus sierra_Mediano;7000;9000
Santa Cruz - Naya_Notarius troschelii_Extragrande;10000;10000
Santa Cruz - Naya_Centropomus armatus_Mediano;12000;13000
Santa Cruz - Naya_Notarius troschelii_Grande;4000;10000
Santa Cruz - Naya_Diapterus brevirostris_Grande;3000;8000
Santa Cruz - Naya_Centropomus armatus_Grande;12000;13000
Santa Cruz - Naya_Caranx caninus_Grande;8000;8000
Santa Cruz - Naya_Callinectes toxotes_Revuelto;22000;22000
Puerto de las Canoas (Puerto Berrío)_Cynopotamus magdalenae_Pequeño;1400;1400
Santa Cruz - Naya_Notarius troschelii_Pequeño;3000;3000
Pesqueras - Pueblo Nuevo_Bagre pinnimaculatus_Grande;9000;10000
Pesqueras - Pueblo Nuevo_Cynoscion albus_Grande;25000;27000
Pesqueras - Pueblo Nuevo_Centropomus medius_Grande;17000;20000
Pesqueras - Pueblo Nuevo_Epinephelus quinquefasciatus_Pescado especial;19000;20000
Pesqueras - Pueblo Nuevo_Bagre panamensis_Grande;2000;3000
Pesqueras - Pueblo Nuevo_Lutjanus guttatus_Mediano;17000;20000
Pesqueras - Pueblo Nuevo_Cynoponticus coniceps_Pequeño;5000;6000
Pesqueras - Pueblo Nuevo_Lutjanus guttatus_Platero (para pargos);29000;30000
Pesqueras - Pueblo Nuevo_Scomberomorus sierra_Grande;13000;15000
Pesqueras - Pueblo Nuevo_Scomberomorus sierra_Pequeño;7500;9000
Puente Pindo_Diapterus brevirostris_Pequeño;3000;4000
Puente Pindo_Mugil cephalus_Pequeño;4200;6000
Puente Pindo_Caranx caninus_Grande;9300;11700
Puente Pindo_Scomberomorus sierra_Pescado menudo;2190;3000
Puente Pindo_Lutjanus peru_Extragrande;22000;25000
Pesqueras - Pueblo Nuevo_Lobotes pacifica_Grande;15000;15000
Pesqueras - Pueblo Nuevo_Lutjanus argentiventris_Grande;13000;15000
Pesqueras - Pueblo Nuevo_Brotula clarkae_Grande;20000;23000
Pesqueras - Pueblo Nuevo_Sciades dowii_Grande;9000;10000
Betania - Naya_Callinectes toxotes_Revuelto;17000;17000
Betania - Naya_Centropomus armatus_Grande;10000;13000
Betania - Naya_Notarius troschelii_Grande;6125;10000
Pesqueras - Pueblo Nuevo_Aluterus monoceros_Grande;4000;4000
Pesqueras - Pueblo Nuevo_Centropomus viridis_Grande;24000;27000
Pesqueras - Pueblo Nuevo_Brotula clarkae_Pequeño;10000;10000
Betania - Naya_Epinephelus quinquefasciatus_Mediano;14000;14000
Vigía_Scomberomorus sierra_Grande;6800;12600
Vigía_Centropomus medius_Grande;12000;15000
Betania - Naya_Centropomus armatus_Pequeño;6000;12000
Betania - Naya_Epinephelus quinquefasciatus_Pequeño;8562,5;14000
Vigía_Lobotes pacifica_Grande;10000;12000
Vigía_Bagre pinnimaculatus_Grande;6725;7000
Betania - Naya_Notarius troschelii_Revuelto;6500;10000
Betania - Naya_Cynoscion albus_Mediano;20000;21000
Betania - Naya_Sciades dowii_Grande;6750;11000
Betania - Naya_Sciades dowii_Mediano;6912,5;11000
Betania - Naya_Nebris occidentalis_Mediano;10200;13000
Betania - Naya_Larimus argenteus_Grande;3000;10000
Betania - Naya_Cynoscion albus_Pequeño;6800;12000
Puerto de las Canoas (Puerto Berrío)_Prochilodus magdalenae_Mediano;3040;12800
Puerto de las Canoas (Puerto Berrío)_Hypostomus sp. 2_Revuelto;5150;7850
Bazán La Bocana_Sciades dowii_Grande;7000;9000
Bazán La Bocana_Caranx caninus_Grande;3000;3000
Bazán La Bocana_Cynoscion albus_Grande;18000;26000
Bazán La Bocana_Bagre pinnimaculatus_Grande;7000;9000
Bazán La Bocana_Centropomus viridis_Grande;18600;25000
Bazán La Bocana_Lobotes pacifica_Grande;10000;10000
Bazán La Bocana_Otros grueso_Revuelto;8000;8000
Bazán La Bocana_Scomberomorus sierra_Grande;10000;12000
Bazán La Bocana_Scomberomorus sierra_Pequeño;4000;5000
Bazán La Bocana_Otros menudo_Pequeño;6000;9000
Bazán La Bocana_Genyatremus pacifici_Grande;7100;8000
El Malecón (Neiva)_Prochilodus magdalenae_Revuelto;12000;15000
El Malecón (Neiva)_Megaleporinus muyscorum_Revuelto;12000;14000
El Malecón (Neiva)_Chaetostoma brevilabiatum_Revuelto;11000;12000
El Malecón (Neiva)_Chaetostoma milesi_Revuelto;11000;12000
El Malecón (Neiva)_Hypostomus niceforoi_Revuelto;11000;12000
El Malecón (Neiva)_Pimelodus grosskopfii_Revuelto;11000;13000
El Malecón (Neiva)_Ichthyoelephas longirostris_Revuelto;12000;15000
El Malecón (Neiva)_Spatuloricaria gymnogaster_Revuelto;11000;13000
Plaza de mercado (La Dorada)_Piaractus brachypomus_Revuelto;10000;15550
El Muelle (Barrancabermeja)_Pseudoplatystoma magdaleniatum_Mediano;11000;16000
El Muelle (Barrancabermeja)_Prochilodus magdalenae_Mediano;4000;10000
El Muelle (Barrancabermeja)_Prochilodus magdalenae_Grande;6000;14500
El Muelle (Barrancabermeja)_Prochilodus magdalenae_Pequeño;2800;7000
El Muelle (Barrancabermeja)_Sorubim cuspicaudus_Revuelto;8000;14000
El Muelle (Barrancabermeja)_Prochilodus magdalenae_Pescado especial;10000;20000
El Muelle (Barrancabermeja)_Hypostomus sp. 2_Revuelto;5760;7000
El Muelle (Barrancabermeja)_Pseudoplatystoma magdaleniatum_Grande;14000;21000
El Malecón (Neiva)_Pimelodus yuma_Revuelto;10000;13000
El Malecón (Neiva)_Pseudopimelodus magnus_Revuelto;10000;11050
El Malecón (Neiva)_Sternopygus aequilabiatus_Revuelto;5000;5000
El Malecón (Neiva)_Oreochromis niloticus_Revuelto;5000;5000
El Malecón (Neiva)_Salminus affinis_Revuelto;10000;14000
El Malecón (Neiva)_Brycon moorei_Revuelto;11850;15000
El Malecón (Neiva)_Sorubim cuspicaudus_Revuelto;10000;13600
El Muelle (Barrancabermeja)_Cynopotamus magdalenae_Revuelto;2000;3200
El Muelle (Barrancabermeja)_Pimelodus yuma_Revuelto;4000;8000
El Muelle (Barrancabermeja)_Pseudoplatystoma magdaleniatum_Pequeño;10000;14250
El Muelle (Barrancabermeja)_Ageneiosus pardalis_Revuelto;14000;18000
El Muelle (Barrancabermeja)_Plagioscion magdalenae_Revuelto;6000;11650
El Muelle (Barrancabermeja)_Panaque cochliodon_Revuelto;6000;8000
Marriaga_Kronoheros umbrifer_Pequeño;3000;3000
Mapiripán_Plagioscion squamosissimus_Revuelto;1000;3000
Puerto del Pescado (San José Del Guaviare)_Brachyplatystoma juruense_Grande;12000;16900
Puerto del Pescado (San José Del Guaviare)_Aphanotorulus emarginatus_Grande;4200;6000
Puerto del Pescado (San José Del Guaviare)_Zungaro zungaro_Grande;12000;21000
Puerto del Pescado (San José Del Guaviare)_Prochilodus mariae_Grande;4000;6450
Mapiripán_Pseudoplatystoma metaense_Revuelto;9000;16000
Mapiripán_Brachyplatystoma juruense_Revuelto;9400;16000
Mapiripán_Leiarius marmoratus_Revuelto;5000;8000
Mapiripán_Pseudoplatystoma orinocoense_Pequeño;7000;7000
Mapiripán_Hydrolycus armatus_Revuelto;1000;3000
Mapiripán_Mylossoma albiscopum_Revuelto;2000;3800
Mapiripán_Sorubimichthys planiceps_Revuelto;10300;15700
Mapiripán_Brycon amazonicus_Revuelto;4000;8000
Curillo_Sorubim lima_Mediano;14000;14000
Curillo_Hydrolycus armatus_Mediano;12000;12000
Curillo_Megalonema sp. 1_Mediano;14000;14000
Curillo_Sorubimichthys planiceps_Mediano;16000;16000
Curillo_Pseudoplatystoma punctifer_Mediano;20000;20000
Curillo_Zungaro zungaro_Mediano;20000;20000
Curillo_Prochilodus nigricans_Revuelto;14000;14000
Curillo_Platynematichthys notatus_Mediano;14000;14000
Curillo_Pseudoplatystoma tigrinum_Mediano;20000;20000
El Muelle (Barrancabermeja)_Curimata mivartii_Revuelto;1800;3400
El Muelle (Barrancabermeja)_Salminus affinis_Revuelto;6000;12000
El Muelle (Barrancabermeja)_Isorineloricaria tenuicauda_Revuelto;5600;7160
El Muelle (Barrancabermeja)_Triportheus magdalenae_Revuelto;2560;5640
El Muelle (Barrancabermeja)_Megaleporinus muyscorum_Revuelto;1800;3020
Puerto Rico [Meta]_Phractocephalus hemioliopterus_Revuelto;5000;6000
Puerto Rico [Meta]_Mylossoma albiscopum_Revuelto;8000;11200
Curillo_Aguarunichthys inpai_Mediano;16000;16000
Curillo_Megalonema sp. 1_Revuelto;14000;14000
Curillo_Brachyplatystoma filamentosum_Mediano;20000;20000
Curillo_Brycon amazonicus_Mediano;18000;18000
Juanchaco_Otros pescadilla_Pequeño;3000;5000
Juanchaco_Scomberomorus sierra_Grande;12000;14000
Juanchaco_Scomberomorus sierra_Pequeño;6000;7000
Juanchaco_Thunnus obesus_Grande;4000;8000
Juanchaco_Sphyraena ensis_Pequeño;6000;8000
Juanchaco_Lutjanus guttatus_Platero (para pargos);24000;27000
Juanchaco_Lutjanus argentiventris_Varios tamaños;10000;14000
Juanchaco_Hyporthodus niphobles_Pequeño;3000;5250
Juanchaco_Bagre pinnimaculatus_Grande;4000;6000
Juanchaco_Notarius troschelii_Grande;3000;6000
Juanchaco_Notarius troschelii_Pequeño;3000;3500
Juanchaco_Lutjanus guttatus_Grande;11750;16000
Juanchaco_Cynoscion albus_Varios tamaños;16000;16000
Juanchaco_Centropomus viridis_Grande;20200;21000
Juanchaco_Centropomus medius_Grande;14000;16000
Juanchaco_Epinephelus quinquefasciatus_Pequeño;16000;21000
Juanchaco_Epinephelus quinquefasciatus_Mediano;13000;19000
Juanchaco_Epinephelus quinquefasciatus_Grande;7000;13000
